1	-17.926	0.51499	     Fp1
2	17.926	0.51499	     Fp2
3	-39.947	0.34459	      F3
4	39.897	0.3445	      F4
5	-90	0.26669	      C3
6	90	0.26667	      C4
7	-140.05	0.34459	      P3
8	140.1	0.3445	      P4
9	-162.07	0.51499	      O1
10	162.07	0.51499	      O2
11	-53.913	0.52808	      F7
12	53.867	0.52807	      F8
13	-90	0.53318	      T7
14	90	0.53318	      T8
15	-126.09	0.52808	      P7
16	126.13	0.52807	      P8
17	0	0.25338	      Fz
18	0	0	      Cz
19	180	0.25338	      Pz
